company_brand,sector,stage,amount_usd,what_it_does,year,city
pine labs,Information Technology,,600000.0,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021,Noida
genworks health,Healthcare,,2000000.0,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,2021,Bengaluru
pocketly,Fintech,,,"Pocketly provides quick cash on hand, anytime - anywhere!",2021,Bengaluru
neverinstall,Information Technology,seed,370000.0,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,2021,Bengaluru
corover,Information Technology,,,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,2021,Bengaluru
beato,Healthcare,pre series b,5000000.0,ULTIMATE app to manage chronic conditions.,2021,New Delhi
earth rhythm,Cosmetics,seed,1200000.0,A mission to make customers healthier and Earth a little greener.,2021,Gurugram
fountain9,Computer software,seed,1900000.0,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",2021,Mumbai
rockclimber,Food & Beverages,,1000000.0,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,2021,Bengaluru
spedhome,Edtech,,300000.0,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",2021,Mumbai
canpe,Computer software,seed,,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",2021,Bengaluru
green soul,Consumer Goods,,200000.0,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,2021,Ambernath
shiprocket,Logistics,series d,41000000.0,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,2021,New Delhi
dealshare,Retail,,144000000.0,The next generation disruptive (social) e-commerce product for the masses.,2021,Bengaluru
teachmint,Edtech,pre series b,20000000.0,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,2021,Bengaluru
vahak,Transportation,pre series a,5000000.0,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,2021,Bengaluru
gostops,Hospitality,pre series a,1000000.0,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,2021,New Delhi
codedamn,Computer software,pre seed,,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,2021,New Delhi
biocraft innovation technology,Environmental service,pre seed,,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,2021,Noida
powerplay,Construction,,5200000.0,Powerplay helps simplify end to end Construction and Architecture project management.,2021,Bengaluru
accio robotics,Industrial Automation,,,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,2021,Bengaluru
delhivery,Logistics,series h,270000000.0,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",2021,Gurugram
avishkaar,Edtech,pre series a,600000.0,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,2021,New Delhi
jobsgaar,Job discovery platform,seed,140000.0,India's first District level/ Hyper Local Job discovery platform,2021,New Delhi
almo,D2C Fashion,seed,,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,2021,Gurugram
breathe wellbeing,Healthcare,pre series a,1000000.0,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,2021,New Delhi
galaxeye,SpaceTech,pre seed,,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,2021,Chennai
good health clinic,Healthcare,,5000000.0,Full Stack Digital Health Clinic,2021,Hyderabad
urban company,Home services,series f,250000000.0,Urban Company is an India-based company providing a marketplace for freelance labor.,2021,New Delhi
mybyk,Rental,pre series a,1000000.0,MYBYK is an app that provides premium bicycle sharing and rental service.,2021,Ahmedabad
locus,Logistics,series c,50000000.0,Locus is an intelligent decision-making and automation platform for logistics.,2021,Bengaluru
crejofun,Edtech,seed,3000000.0,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,2021,Bengaluru
bambinos,Edtech,seed,500000.0,Cohort based extracurricular course for kids,2021,Bengaluru
kreditbee,Fintech,,8000000.0,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,Bengaluru
spardha,Edtech,pre series a,400000.0,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",2021,Pune
onelife nutriscience,Healthcare,,,Onelife Nutriscience is a consumer healthcare brands company.,2021,Mumbai
flatheads,Fashion,,,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,2021,Bengaluru
fable fintech,Fintech,series a,,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",2021,Mumbai
holisol,Logistics,,3000000.0,HoliSol Logistics Is a Supply Chain Operations Company!,2021,New Delhi
nowme,Healthcare,,1000000.0,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",2021,New Delhi
fyllo,AgriTech,seed,400000.0,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,2021,Bengaluru
cora health,Healthcare,,,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,2021,Bengaluru
blaer motors,Mobility,,300000.0,Meant to augment human power and not completely replace it,2021,Chennai
swiflearn,Edtech,pre series a,3000000.0,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,2021,Gurugram
cashfree,Fintech,,,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2021,Bengaluru
quicksell,E-commerce,pre series a,2000000.0,B2B Mobile Commerce Platform,2021,Mumbai
truemeds,Heathcare,series a,5000000.0,Truemeds is a health-tech startup.,2021,Mumbai
candes,E-commerce,,3000000.0,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,2021,New Delhi
medibuddy,Heathcare,,3000000.0,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021,Bengaluru
f5,Food & Beverages,pre series a,300000.0,F5 is a foods and beverages company.,2021,New Delhi
capital float,Fintech,,6000000.0,Capital Float is an online platform that provides working capital finance to SMEs in India.,2021,Bengaluru
intellewings,IT startup,seed,100000.0,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",2021,Panchkula
shyplite,Logistics,,1000000.0,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,2021,New Delhi
refyne,Fintech,series a,20000000.0,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,2021,Bengaluru
greenjoules,Renewable Energy,series a,4500000.0,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,2021,Pune
mentorkart,Consulting,seed,150000.0,MentorKart™ helps to fulfil dreams and take that big step towards success.,2021,New Delhi
leverage edu,Edtech,debt financing,2000000.0,AI-enabled marketplace designed to help students with their higher education and career growth plans,2021,New Delhi
kale logistics,Logistics,series a,5000000.0,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,2021,Thane
customerglu,CRM,,320000.0,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,2021,Bengaluru
cell propulsion,EV startup,,2000000.0,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,2021,Bengaluru
wellbeing nutrition,Healthcare,,,Organic whole food nutrition to keep up with the pace at which we live,2021,Mumbai
pee safe,Healthcare,pre series b,3000000.0,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,2021,Gurugram
chqbook,Fintech,,1000000.0,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",2021,New Delhi
simplicontract,Software,seed,1800000.0,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",2021,Bengaluru
dropshop,Logistics,pre series a,1000000.0,Building technology to make distribution efficient and cheaper for large and small FMCG companies,2021,Bengaluru
jumbotail,E-commerce,debt financing,4000000.0,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,2021,Bengaluru
byjus,Edtech,,350000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,Bengaluru
power gummies,Nutrition,,1000000.0,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2021,New Delhi
convosight,SaaS,series a,9000000.0,A mission - to help community builders become community entrepreneurs.,2021,New Delhi
junio,Fintech,seed,600000.0,Junio is a kids-focused digital pocket money-smart card.,2021,New Delhi
wherehouseio,Logistics,seed,,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",2021,New Delhi
flexmoney,Fintech,series a,4800000.0,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",2021,Mumbai
fampay,Fintech,series a,38000000.0,India's first numberless card and UPI without a bank account,2021,Bengaluru
apna,Human Resources,series b,70000000.0,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,2021,Bengaluru
xyxx apparels,Fashion,series a,4000000.0,"XYXX Apparels,which runs an eponymous innerwear brand",2021,Surat
waterscience,D2C startup,,,The aim of making good water affordable and accessible.,2021,Bengaluru
browserstack,SaaS,series b,200000000.0,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,2021,Mumbai
vital,Insuretech,pre series a,3000000.0,"An affordable, digital health plan built around to cover both big and small expenses",2021,New Delhi
juicy chemistry,Healthcare,,,Juicy Chemistry operates as an eponymous consumer brand.,2021,Coimbatore
samaaro,SaaS,,125000.0,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",2021,Bengaluru
imagimake,Innovation management,pre series a,500000.0,An innovative play system to help children create their imagination,2021,Mumbai
msmex,Edtech,pre series a,1000000.0,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,2021,Andheri
renewbuy,Insuretech,series c,45000000.0,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,2021,Gurugram
saarthiai,AI startup,seed,,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,2021,Bengaluru
kutumb,Community platform,series a,26000000.0,Kutumb is a social community enabler.,2021,Bengaluru
superplum,AgriTech,pre series a,3800000.0,Building India's most sophisticated platform for high quality fresh food,2021,Noida
upside ai,Fintech,seed,1200000.0,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,2021,Mumbai
pazcare,Insuretech,,,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,Bengaluru
answer genomics,Healthcare,,,A healthcare company that uses genome-based data to help individuals make decisions.,2021,Bengaluru
skillmatics,Edtech,series a,6000000.0,Skillmatics develops learning games for pre-school and primary school kids aged under 10,2021,Mumbai
bimaplan,Insuretech,pre series a,2500000.0,Affordable insurance for the next billion Indians,2021,Bengaluru
bueno finance,Fintech,seed,3000000.0,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",2021,Gurugram
citymall,E-commerce,series b,22000000.0,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,Gurugram
byjus,Edtech,,50000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,Bengaluru
india quotient,Venture capitalist,,64000000.0,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,2021,Mumbai
the switch fix,Healthcare,seed,,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,2021,Gurugram
digisparsh,Fintech,seed,,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,2021,Mumbai
coffeemugai,Networking,pre seed,620000.0,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",2021,New Delhi
pathfndrio,SaaS,pre series a,,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,2021,Bengaluru
bigleap,Recruitment,,600000.0,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,2021,Hyderabad
kazam,EV startup,seed,900000.0,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",2021,Bengaluru
myre capital,Commercial Real Estate,,,Democratising Real Estate Ownership,2021,Mumbai
bimape,Fintech,pre seed,500000.0,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',2021,Mumbai
microdegree,Edtech,,,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,2021,Mangalore
saarthi pedagogy,Edtech,,,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",2021,Ahmedabad
synapsica,Healthcare,series a,4000000.0,Artificial Intelligence tools to make quality diagnostic assessment available for all.,2021,New Delhi
kwik foods,Food & Beverages,seed,,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,2021,Gurugram
plutomen,AR startup,,300000.0,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,2021,Ahmedabad
gomechanic,Automotive,series c,42000000.0,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",2021,Gurugram
grinntech,Automotive,,2000000.0,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",2021,Chennai
nobel hygiene,Healthcare,,60000000.0,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",2021,Mumbai
green cure,Healthcare,pre series a,,World's first company to combine German Engineering with Indian Ayurveda in health products,2021,New Delhi
classplus,Edtech,series c,65000000.0,Classplus was born out of an urge to redefine classroom engagement in this country.,2021,Noida
windo,E-commerce,seed,500000.0,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,2021,Hyderabad
apnaklub,E-commerce,pre series a,,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,2021,Bengaluru
legalpay,Fintech,,,A tech focused B2B litigation finance company in India.,2021,New Delhi
lavado,Consumer service,,,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,2021,Mumbai
navars,Edtech,,,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",2021,Hyderabad
gobolt,Logistics,series b,20000000.0,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",2021,Gurugram
loco,Gaming,seed,9000000.0,Loco is India's leading live game streaming app.,2021,Bengaluru
auric,Healthcare,pre series a,2000000.0,Contemporary Beauty & Wellness Brand Based on Ayurveda,2021,New Delhi
edmingle,Edtech,,300000.0,Edmingle is a platform for all educators who want to launch their courses and sell them online.,2021,Bengaluru
slice,Fintech,,20000000.0,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",2021,Bengaluru
humit,Music,pre seed,,Humit is a social networking app for music sharing and discovery.,2021,Bengaluru
airblack,IT startup,series a,5200000.0,Airblack is on a mission to help people convert their passion to a livelihood.,2021,Gurugram
niramai,Healthcare,,,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",2021,Bengaluru
intervue,SaaS,seed,,World's fastest collaborative environment to take tech interviews.,2021,New Delhi
nestroots,Fashion,seed,100000.0,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",2021,Gurugram
detect technologies,Automation,,12000000.0,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,2021,Chennai
credr,Automotive,,6500000.0,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,2021,Bengaluru
fourth partner energy,Solar,,125000000.0,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",2021,Hyderabad
tablt,Healthcare,series a,3000000.0,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,2021,Kolkata
hesa,IT startup,seed,2000000.0,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2021,Hyderabad
powerhouse91,Consumer goods,seed,,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",2021,Gurugram
nalanda learning,Edtech,,5000000.0,India's 1st Online Preschool with Blended Learning Model,2021,Kolkata
chargeup,Renewable Energy,pre series a,,"""Battery as a Service"" for 3 wheeler & 2 wheelers",2021,New Delhi
knackit,IT startup,,100000.0,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,2021,Bengaluru
treebo hotels,Hospitality,series d,16000000.0,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,2021,Bengaluru
raptee energy,Automotive,,700000.0,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,2021,Chennai
meddo,Healthcare,,6000000.0,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,2021,Gurugram
supertails,Pet care,pre series a,2600000.0,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021,Bengaluru
skillovilla,Edtech,seed,300000.0,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,2021,Bengaluru
cancer clinics,Healthcare,pre series a,1500000.0,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",2021,Telangana
velocity,Fintech,seed,1300000.0,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,2021,Bengaluru
happy jars,Food & Beverages,seed,400000.0,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",2021,New Delhi
inshorts,Media,,40000000.0,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,2021,Noida
extraaedge,MarTech,pre series a,1000000.0,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,2021,Pune
zotalabs,Tech Startup,seed,1250000.0,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,2021,Pune
voiro,Advertisement,pre series a,1800000.0,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,2021,Bengaluru
dream sports,Gaming,,400000000.0,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",2021,Mumbai
safex chemicals,AgriTech,,50000000.0,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,2021,New Delhi
instoried,Content creation,,,Instoried is an augmented writing platform which improves customer interest and engagement.,2021,Bengaluru
rupifi,Fintech,pre series a,4100000.0,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,2021,Bengaluru
moneyboxx,Fintech,debt financing,3000000.0,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,2021,Mumbai
citymall,E-commerce,series a,11000000.0,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,Gurugram
janani,Heathcare,seed,1000000.0,Janani.ai is a fertility care provider.,2021,Bengaluru
reshamandi,AgriTech,seed,1700000.0,India's 1st award winning technology led digital ecosystem for Silk,2021,Bengaluru
bombay shaving company,Lifestyle,,2000000.0,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2021,New Delhi
dotpe,Fintech,series a,27000000.0,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2021,Gurugram
homingos,Augmented reality,,,Homingos is an Augmented reality (AR)-based social networking platform.,2021,Bengaluru
anar business community,Tech Startup,,,Anar is a communications and networking platform for businesses around the world.,2021,Mumbai
five star finance,Fintech,,234000000.0,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,2021,Chennai
settlrs,Rental space,pre series a,,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",2021,Bengaluru
byjus,Edtech,series f,460000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,Bengaluru
annapurna finance,Fintech,,30000000.0,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,2021,Bhubaneswar
healthplix,Healthcare,series b,13500000.0,HealthPlix is a healthtech startup,2021,Bengaluru
masai school,Edtech,series a,5000000.0,Masai School is a job-oriented software training services.,2021,Bengaluru
bewakoof,D2C Fashion,,4000000.0,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",2021,Mumbai
indialends,Fintech,,5100000.0,IndiaLends is a digital lending and borrowing marketplace.,2021,New Delhi
stelis biopharma,BioTechnology,series b,195000000.0,Stelis Biopharma is a vertically integrated biopharmaceutical company.,2021,Bengaluru
tilt,Bike Rental,,125000.0,A bike-share for Indian campuses,2021,Bengaluru
neodove,AI startup,seed,15000000.0,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",2021,Jaipur
zaara biotech,BioTechnology,,10000000.0,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2021,Kottayam
kreditbee,Fintech,seed,75000000.0,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,Bengaluru
true balance,Fintech,debt financing,10000000.0,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2021,Gurugram
muvin,Fintech,seed,1000000.0,Youth Neobank enabling financial solutions for the teenagers and young people,2021,Bengaluru
purplle,Beauty products,,45000000.0,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",2021,Mumbai
flobiz,Tech Startup,series a,10000000.0,India’s first neobusiness platform,2021,Bengaluru
jeevam health,Health care,pre seed,1500000.0,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,2021,New Delhi
newlink group,Tech Startup,,200000000.0,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,2021,Beijing
oziva,Heathcare,series b,12000000.0,OZiva is a plant-based Clean Nutrition Brand.,2021,Mumbai
blive,Tourism,pre series a,1000000.0,B: Live is an electric vehicle tourism startup.,2021,Panaji
nazara technologies,Gaming,,30000000.0,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,Mumbai
euler motors,Automotive,series a,2600000.0,Electric Light Commercial Vehicle,2021,New Delhi
pixxel,SpaceTech,seed,7300000.0,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2021,Bengaluru
myglamm,Beauty products,series c,20000000.0,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,2021,Mumbai
chirrup,Gaming,pre seed,300000.0,Video integrated social-gaming platform,2021,Bengaluru
policybazaar,Insurance,,75000000.0,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,2021,Gurugram
livve homes,Rental space,,5000000.0,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",2021,Bengaluru
juicy chemistry,Healthcare,series a,6300000.0,Juicy Chemistry operates as an eponymous consumer brand.,2021,Coimbatore
svasti microfinance,Fintech,,4000000.0,Svasti works with urban slum dwellers women microentrepreneurs.,2021,Mumbai
nexprt,Consulting,,2000000.0,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2021,New Delhi
wysa,AI startup,,,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,Bengaluru
ankur capital,Fintech,,40000000.0,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2021,Mumbai
indifi,Fintech,debt financing,5000000.0,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2021,Gurugram
firmway,Fintech,pre seed,,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2021,Mumbai
say cheese,FemTech,seed,1000000.0,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2021,Mumbai
indic inspirations,Cultural,,300000.0,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2021,Pune
bimaplan,Fintech,seed,500000.0,Affordable insurance for the next billion Indians,2021,Mumbai
yap,Fintech,series b,10000000.0,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2021,Chennai
leap finance,Fintech,series b,17000000.0,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,Bengaluru
blacksoil nbfc,Fintech,,3000000.0,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2021,Mumbai
oyo,Hospitality,,200000000.0,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2021,Gurugram
max healthcare,Healthcare,,140000000.0,Max Healthcare is one of the leading chain of hospitals in India.,2021,New Delhi
4basecare,Healthtech,pre series a,2000000.0,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2021,Bengaluru
ezstays,Edtech,seed,400000.0,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,New Delhi
stylework,Co-working,pre series a,500000.0,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,Gurugram
kinara capital,Fintech,,6000000.0,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2021,Bengaluru
riskcovry,InsureTech,series a,5000000.0,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,Bengaluru
nodwin,Gaming,,20000000.0,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2021,Gurugram
quizizz,Edtech,series a,12500000.0,Quizizz is a Education based startup,2021,Bengaluru
ecom express,E-commerce,,20000000.0,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2021,New Delhi
turtlemint,InsureTech,series d,45000000.0,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,Mumbai
captain fresh,Supply chain platform,seed,3000000.0,Captain Fresh is a freshwater fish and seafood supply chain platform.,2021,Bengaluru
northern arc,Fintech,debt financing,10000000.0,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,Chennai
qoohoo,Social platform,seed,800000.0,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,Bengaluru
igl,Gaming,,500000.0,Indian Gaming League is the premier eSports platform in India.,2021,Mumbai
ampm,E-commerce,,200000.0,24*7 convenience store,2021,Gurugram
the eplane,Drone,seed,1000000.0,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications",2021,Chennai
cashify,E-commerce,,15000000.0,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2021,Gurugram
bijnis,B2B service,,,Digitizing the Factories of the Unorganised Industries.,2021,New Delhi
questt,Edtech,seed,1000000.0,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,2021,Gurugram
dealshare,E-commerce,debt financing,3000000.0,DealShare is a Social Commerce Startup,2021,Jaipur
euler motors,Automotive,series a,4000000.0,Electric Light Commercial Vehicle,2021,New Delhi
blume ventures,Fintech,,40000000.0,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,2021,Mumbai
koinearth,Blockchain startup,pre series a,1800000.0,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",2021,Bengaluru
imaginxp,Edtech,,1500000.0,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,2021,Pune
virohan,Edtech,,,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,2021,Gurugram
apnaco,Recruitment,,12500000.0,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,2021,Bengaluru
ideaforge,Drone,,2000000.0,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,2021,Mumbai
clairco,CleanTech,,500000.0,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,2021,Bengaluru
